新系统供应商编码,_month,一级分类,下单金额,占比
V1604016,2016-08,服务类,12696.2,1.0
V1604016,2016-09,服务类,159565.47,1.0
V1604032,2016-11,服务类,94558.8,1.0
V1604033,2016-08,建材,73044.9,1.0
V1604033,2016-11,建材,203768.51,1.0
V1604042,2017-07,工程电器,1629874.0,1.0
V1605007,2016-09,IT产品,14336.6,1.0
V1605008,2016-06,VI,145.2,0.09697066837634234
V1605008,2016-06,印刷,1352.16,0.9030293316236576
V1605010,2016-11,运营电器,240070.0,1.0
V1605010,2017-04,运营电器,412615.0,1.0
V1605011,2017-12,床垫,10996.0,0.02055727489354001
V1605011,2017-12,棉织品,523899.8,0.9794427251064599
V1605012,2016-08,门锁系统,69630.0,1.0
V1605012,2016-09,门锁系统,187045.0,1.0
V1605012,2017-08,门锁系统,491445.0,1.0
V1605028,2017-03,服务用品,15381.0,1.0
V1605037,2017-04,VI,6434.36,0.464697865788263
V1605037,2017-04,印刷,7411.97,0.535302134211737
V1605041,2016-12,特色商品,490.0,0.05133900507103642
V1605041,2016-12,食品饮料,9054.4,0.9486609949289636
V1605044,2016-06,服务类,6120.0,1.0
V1605046,2017-11,服务类,8250.0,1.0
V1606002,2016-10,服务类,46804.2,1.0
V1606008,2016-12,VI,982.4,0.07378942972428111
V1606008,2016-12,办公,55.0,0.004131126460540983
V1606008,2016-12,印刷,12276.16,0.9220794438151779
V1606008,2017-04,VI,1047.78,0.3843498611574735
V1606008,2017-04,印刷,1678.33,0.6156501388425266
V1606008,2017-05,VI,4002.16,0.7295835961455025
V1606008,2017-05,印刷,1483.38,0.2704164038544975
V1606008,2017-11,VI,2146.6,0.2487683844193531
V1606008,2017-11,办公,165.0,0.01912176624857601
V1606008,2017-11,印刷,6077.3099999999995,0.7042963711523239
V1606008,2017-11,服务类,240.0,0.02781347817974692
V1606016,2016-08,服务类,118599.45,1.0
V1606017,2017-05,建材,236896.2,1.0
V1606017,2017-11,建材,722163.0,1.0
V1606021,2017-12,工程电器,1677098.0,1.0
V1607003,2016-12,办公,22932.0,0.5328438320514906
V1607003,2016-12,服务用品,20105.0,0.46715616794850945
V1607006,2016-09,工程电器,186680.0,1.0
V1607007,2016-08,消防安防,99428.0,1.0
V1607018,2018-03,印刷,9700.17,1.0
V1607021,2016-08,服务类,43235.01,1.0
V1607021,2016-09,服务类,116224.9,1.0
V1607021,2017-06,服务类,78258.45,1.0
V1607022,2016-11,床垫,504597.65,1.0
V1607023,2017-10,服务用品,25937.0,1.0
V1608008,2016-11,餐具厨具,23690.94,1.0
V1608008,2017-04,服务用品,511.2,0.029905054960483436
V1608008,2017-04,餐具厨具,16582.9,0.9700949450395165
V1608017,2017-12,餐具厨具,27355.5,1.0
V1608018,2016-09,服务类,86537.64,1.0
V1608023,2016-09,服务类,7108.05,1.0
V1608025,2016-09,服务类,16620.0,1.0
V1608025,2016-10,服务类,38270.0,1.0
V1608025,2016-11,服务类,111260.0,1.0
V1608026,2017-12,服务类,34490.0,1.0
V1608031,2016-11,VI,68229.2,1.0
V1609001,2016-10,五金电气,160.0,0.039830719442369926
V1609001,2016-10,服务类,3857.0,0.9601692805576301
V1609001,2016-11,五金电气,1226.0,0.053940375206786094
V1609001,2016-11,服务类,16796.4,0.7389919397416493
V1609001,2016-11,特色商品,3562.2,0.15672626799479072
V1609001,2016-11,食品饮料,1144.2,0.05034141705677378
V1609004,2016-11,五金电气,1190.0,0.08057417563816101
V1609004,2016-11,办公,1880.0,0.1272936556300359
V1609004,2016-11,服务类,10963.0,0.7422980567404699
V1609004,2016-11,消防安防,500.0,0.03385469564628614
V1609004,2016-11,门锁系统,236.0,0.015979416345047057
V1609006,2017-06,建材,43575.0028,1.0
V1609006,2017-08,建材,486047.51,1.0
V1609010,2017-10,VI,5872.0,0.039096336649286814
V1609010,2017-10,特色商品,144321.1,0.9609036633507132
V1609012,2017-03,办公,10510.5,0.9375585388698096
V1609012,2017-03,印刷,700.0,0.062441461130190445
V1609018,2016-12,服务类,3338.68,0.5098248807393245
V1609018,2016-12,消防安防,3210.0,0.4901751192606754
V1609022,2017-09,五金电气,2705.0,0.09566416749186589
V1609022,2017-09,服务用品,1064.0,0.03762908473617202
V1609022,2017-09,服务类,21697.0,0.7673291837600792
V1609022,2017-09,消防安防,2810.0,0.09937756401188287
V1610001,2017-05,服务类,2386.8,1.0
V1610001,2017-11,服务类,22717.97,0.9761211357703024
V1610001,2017-11,门锁系统,555.75,0.0238788642296977
V1610006,2016-12,办公,93.28,0.001024284862932062
V1610006,2016-12,服务用品,3180.0,0.0349188021454112
V1610006,2016-12,服务类,82276.776,0.9034611516686532
V1610006,2016-12,消防安防,5518.360000000001,0.06059576132300359
V1610007,2018-01,服务类,13500.0,1.0
V1610009,2017-03,五金电气,32535.0,1.0
V1610009,2017-08,五金电气,87663.83,1.0
V1610009,2017-09,五金电气,127780.8,1.0
V1610014,2016-12,VI,4517.5,0.37142857142857144
V1610014,2016-12,印刷,5955.0,0.48961973278520043
V1610014,2016-12,服务类,1690.0,0.13895169578622815
V1611007,2017-01,鞋服配饰,73100.0,1.0
V1611007,2017-11,鞋服配饰,6840.0,1.0
V1612005,2017-01,五金电气,1200.0,0.3656307129798903
V1612005,2017-01,服务类,2082.0,0.6343692870201096
V1612005,2017-08,服务类,3653.8,1.0
V1612011,2017-01,特色商品,10316.0,1.0
V1612011,2017-02,特色商品,45992.4,1.0
V1612023,2017-06,服务用品,3120.52,1.0
V1612023,2017-08,服务用品,7897.61,1.0
V1612024,2017-03,工程电器,446150.0,1.0
V1612026,2017-12,服务用品,614250.0,1.0
V1612029,2017-06,服务类,30918.7,1.0
V1701003,2017-04,建材,765658.14,1.0
V1701010,2017-08,服务用品,45156.0,1.0
V1701010,2017-09,服务用品,109169.0,1.0
V1701010,2017-10,服务用品,181209.74,1.0
V1701010,2017-12,服务用品,742009.78,1.0
V1701012,2017-04,建材,847703.0,1.0
V1702003,2017-05,VI,27717.300000000003,1.0
V1702003,2017-07,VI,149874.3,1.0
V1702005,2017-03,服务类,21126.3,1.0
V1703010,2017-07,家具,40944.0,1.0
V1703010,2017-08,家具,118992.0,1.0
V1703025,2017-05,服务类,51845.85,1.0
V1703028,2017-06,VI,1148.0,0.008697893518690396
V1703028,2017-06,印刷,130837.98,0.9913021064813097
V1703028,2017-12,VI,44.0,0.0006237242004989794
V1703028,2017-12,印刷,70500.0,0.9993762757995011
V1703028,2018-04,印刷,82420.0,1.0
V1704011,2017-07,服务类,94086.15,1.0
V1705007,2017-06,服务类,81443.0,1.0
V1705011,2017-08,服务类,28845.0,1.0
V1705014,2017-08,服务用品,30069.0,0.875970460140125
V1705014,2017-08,餐具厨具,4257.5,0.12402953985987503
V1705014,2017-09,服务用品,100873.5,0.9359334190028623
V1705014,2017-09,餐具厨具,6905.0,0.06406658099713765
V1705014,2017-11,服务用品,667129.94,0.9973568463972247
V1705014,2017-11,餐具厨具,1768.0,0.0026431536027753354
V1705014,2017-12,服务用品,868292.12,0.9917873822483091
V1705014,2017-12,餐具厨具,7190.0,0.00821261775169092
V1706029,2018-01,办公,2246.5,0.10151836956030548
V1706029,2018-01,建材,720.0,0.03253649057797461
V1706029,2018-01,服务用品,19162.5,0.86594513986172
V1707004,2017-08,服务类,91831.6,1.0
V1707009,2017-08,餐具厨具,53302.2,1.0
V1707009,2017-09,餐具厨具,138260.6,1.0
V1707009,2018-01,餐具厨具,142641.5,1.0
V1708015,2018-01,服务类,15091.8,1.0
V1708026,2017-10,办公,4500.0,0.0793888820281213
V1708026,2017-10,服务类,40600.0,0.7162641356314945
V1708026,2017-10,消防安防,11583.0,0.20434698234038423
V1708032,2017-11,五金电气,6544.0,0.06817447832564148
V1708032,2017-11,办公,8770.0,0.0913646355311546
V1708032,2017-11,印刷,1350.0,0.014064111512777505
V1708032,2017-11,服务用品,28384.0,0.29570054902124204
V1708032,2017-11,服务类,21866.0,0.22779693506547624
V1708032,2017-11,消防安防,2380.0,0.024794507704007752
V1708032,2017-11,特色商品,25648.0,0.26719728302201295
V1708032,2017-11,电梯,220.0,0.0022919292835637418
V1708032,2017-11,运营电器,538.0,0.005604808884351332
V1708032,2017-11,餐具厨具,289.0,0.00301076164977237
V1709012,2017-10,服务类,74946.0,1.0
V1709018,2017-11,五金电气,820.0,0.08081723969703392
V1709018,2017-11,服务用品,3376.95,0.3328241190181691
V1709018,2017-11,特色商品,3636.6,0.3584146022954068
V1709018,2017-11,运营电器,180.0,0.017740369689592812
V1709018,2017-11,鞋服配饰,392.0,0.03863458287955768
V1709018,2017-11,食品饮料,1740.8,0.1715690864202398
V1709023,2017-10,服务类,23962.7,1.0
V1709026,2017-10,五金电气,197575.3,0.6846671862378553
V1709026,2017-10,暖通系统,5130.0,0.01777723564332281
V1709026,2017-10,服务类,74414.0,0.25787041192246074
V1709026,2017-10,消防安防,11452.0,0.03968516619636118
V1709027,2018-01,五金电气,52767.0,1.0
V1709029,2017-12,餐具厨具,7809.0,1.0
V1709029,2018-01,餐具厨具,17194.0,1.0
V1709029,2018-03,餐具厨具,49624.5,1.0
V1711008,2017-12,服务类,72633.65,1.0
V1803003,2017-01,服务用品,1599.0,1.0
V1803003,2017-09,服务用品,2236.0,1.0
