Transaction_ID,Trans_Date,Trans_Start_Time,SUM_TRANS,Discount_applied,Discount_Rate,Member_Ref,Vol_of_prod,Vol_of_distinct_prod,ORIG_Transaction_ID,Cash_related,Non_Cash_related,Gift_Certificate_related,Operator,Staff_Login,TRANSACTION_TYPE_KNOWN,in training,selling,IGNORE selling,Transaction suspended,Transaction obsolete,reprint the receipt,goods returned,Gift_Welcome,Gift_VIP,Gift_Member,Gift_General,Gift_Valentine,Gift_Autumn,Gift_Summer,Gift_Christmas,Gift_Chocolate_ornament,Gift_NewYear,Gift_Spring,Gift_FLAG,Open_cashbox_withkey,cash / bills into till,Bulk Adjustments,Order,transfer confirm,inter-store transfer,Z report,goods scrapped,GOODS SCRAPPED_REASON,electricity loss,none business,Clock in,Clock out,Register start up,Register shut down,Turn on training mode,Turn off training mode,Store reshipment,Read Cash Register Accounts,Transaction recovered,any_gift,hour
6550,2014-02-16,19:36:17.0000000,,0,,,,,6550,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,19
6551,2014-02-16,19:48:12.0000000,-206.6,0,,,2.0,2.0,6551,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,19
6552,2014-02-16,19:51:21.0000000,,0,,,,,6552,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,19
6553,2014-02-16,20:10:07.0000000,-368.0,0,,19010000026281.0,1.0,1.0,6553,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,20
6554,2014-02-16,20:12:42.0000000,,0,,,,,6554,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,20
6555,2014-02-16,20:15:10.0000000,-311.58,1,10%,,3.0,3.0,6555,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,20
6556,2014-02-16,21:19:10.0000000,-319.6,0,,,1.0,1.0,6556,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,21
6557,2014-02-16,21:19:37.0000000,,0,,,,,6557,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,21
6558,2014-02-16,21:21:19.0000000,-130.0,0,,,1.0,1.0,6558,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,21
6559,2014-02-16,21:21:36.0000000,,0,,,,,6559,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,21
6560,2014-02-16,21:34:24.0000000,-340.0,0,,,2.0,2.0,6560,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,21
6561,2014-02-16,21:43:27.0000000,,0,,,,,6561,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,21
6562,2014-02-16,21:43:38.0000000,,0,,,,,6562,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,False,21
6563,2014-02-16,22:02:32.0000000,-316.2,0,,,1.0,1.0,6563,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,22
6564,2014-02-16,22:45:31.0000000,,0,,,,,6564,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,22
6565,2014-02-16,22:45:38.0000000,,0,,,,,6565,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,False,22
6566,2014-02-16,22:54:39.0000000,16220.36,0,,,,,6566,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,22
6567,2014-02-16,23:23:24.0000000,,0,,,,,6567,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False,23
6568,2014-02-16,23:33:53.0000000,,0,,,,,6568,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,23
6569,2014-02-16,23:33:58.0000000,,0,,,,,6569,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,23
6570,2014-02-16,23:33:59.0000000,,0,,,,,6570,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,23
6913,2014-02-21,00:11:02.0000000,,0,,,,,6913,0,0,0,  0: 操作员登入:701 : ,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
6914,2014-02-21,00:11:02.0000000,,0,,,,,6914,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False,0
6915,2014-02-21,00:11:09.0000000,,0,,,,,6915,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,0
6916,2014-02-21,00:11:13.0000000,-1211.0,0,,,9.0,9.0,6916,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
6917,2014-02-21,00:17:37.0000000,-15910.0,0,,,28.0,28.0,6917,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,0
6918,2014-02-21,01:04:11.0000000,,0,,,,,6918,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,1
6919,2014-02-21,01:04:21.0000000,,0,,,,,6919,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,1
6920,2014-02-21,01:04:24.0000000,,0,,,,,6920,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,1
6921,2014-02-21,01:04:25.0000000,,0,,,,,6921,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,1
6985,2014-02-22,09:48:45.0000000,,0,,,,,6985,0,0,0,unknown,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,9
6986,2014-02-22,09:50:17.0000000,,0,,,,,6986,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,9
6987,2014-02-22,09:50:20.0000000,,0,,,,,6987,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,9
6988,2014-02-22,09:50:25.0000000,0.0,0,,,,,6988,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,9
6989,2014-02-22,10:16:25.0000000,-204.8,0,,19010000048283.0,2.0,2.0,6989,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10
6990,2014-02-22,10:19:52.0000000,,0,,,,,6990,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10
6991,2014-02-22,10:43:15.0000000,-234.6,0,,,1.0,1.0,6991,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10
6992,2014-02-22,10:47:03.0000000,-65.0,0,,,1.0,1.0,6992,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10
6993,2014-02-22,10:49:08.0000000,,0,,,,,6993,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10
6994,2014-02-22,10:49:28.0000000,,0,,,,,6994,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,10
6995,2014-02-22,12:03:59.0000000,-145.6,0,,,2.0,2.0,6995,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
6996,2014-02-22,12:11:45.0000000,-349.6,0,,19010000047712.0,2.0,2.0,6996,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
6997,2014-02-22,12:14:51.0000000,-165.2,0,,,1.0,1.0,6997,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
6998,2014-02-22,12:15:21.0000000,,0,,,,,6998,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
6999,2014-02-22,12:15:27.0000000,,0,,,,,6999,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
7000,2014-02-22,12:16:06.0000000,-179.8,0,,,2.0,2.0,7000,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
7001,2014-02-22,12:24:51.0000000,-504.2,0,,,3.0,3.0,7001,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
7002,2014-02-22,12:38:10.0000000,-70.0,0,,,1.0,1.0,7002,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
7003,2014-02-22,12:40:01.0000000,-450.0,1,10%,19020000043850.0,1.0,1.0,7003,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
7004,2014-02-22,12:52:05.0000000,-124.4,0,,,2.0,2.0,7004,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
7005,2014-02-22,12:55:40.0000000,-63.8,0,,,2.0,2.0,7005,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
7006,2014-02-22,12:59:35.0000000,-280.0,0,,11010000006274.0,1.0,1.0,7006,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12
7007,2014-02-22,13:05:28.0000000,,0,,,,,7007,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13
7008,2014-02-22,13:05:35.0000000,-180.0,0,,,5.0,5.0,7008,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13
7009,2014-02-22,13:09:03.0000000,-133.4,0,,19010000047729.0,2.0,2.0,7009,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,13
7010,2014-02-22,13:12:35.0000000,-340.0,0,,19010000040461.0,1.0,1.0,7010,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13
7011,2014-02-22,13:14:12.0000000,,0,,,,,7011,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13
7012,2014-02-22,13:14:37.0000000,,0,,,1.0,1.0,7012,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13
7013,2014-02-22,13:14:59.0000000,,0,,,,,7013,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13
7014,2014-02-22,13:15:04.0000000,,0,,,,,7014,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13
7015,2014-02-22,13:16:59.0000000,,0,,,2.0,2.0,7015,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,13
7016,2014-02-22,13:37:32.0000000,-218.4,0,,19010000047736.0,3.0,3.0,7016,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13
7017,2014-02-22,14:04:58.0000000,-16.8,0,,,1.0,1.0,7017,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,14
7018,2014-02-22,14:15:07.0000000,-202.2,0,,19010000047743.0,2.0,2.0,7018,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,14
7019,2014-02-22,14:22:33.0000000,-96.0,0,,19010000047750.0,2.0,2.0,7019,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,14
7020,2014-02-22,14:40:57.0000000,-195.0,0,,,1.0,1.0,7020,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,14
7021,2014-02-22,14:48:12.0000000,-340.0,0,,19010000047767.0,2.0,2.0,7021,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,14
7022,2014-02-22,15:02:12.0000000,-280.0,0,,,1.0,1.0,7022,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7023,2014-02-22,15:05:04.0000000,-95.0,0,,,1.0,1.0,7023,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7024,2014-02-22,15:05:47.0000000,-72.8,0,,,2.0,2.0,7024,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7025,2014-02-22,15:08:01.0000000,,0,,19010000040805.0,1.0,1.0,7025,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,15
7026,2014-02-22,15:09:10.0000000,,0,,19010000041260.0,1.0,1.0,7026,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,15
7027,2014-02-22,15:10:02.0000000,-211.2,0,,19010000028124.0,2.0,2.0,7027,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7028,2014-02-22,15:12:51.0000000,-75.6,0,,,1.0,1.0,7028,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7029,2014-02-22,15:13:43.0000000,-45.0,0,,,1.0,1.0,7029,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7030,2014-02-22,15:14:38.0000000,,0,,,,,7030,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7031,2014-02-22,15:15:11.0000000,-490.0,0,,19020000016700.0,1.0,1.0,7031,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7032,2014-02-22,15:17:40.0000000,-177.6,0,,,3.0,3.0,7032,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7033,2014-02-22,15:19:22.0000000,-142.8,0,,,1.0,1.0,7033,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7034,2014-02-22,15:26:08.0000000,-128.0,0,,,2.0,2.0,7034,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7035,2014-02-22,15:41:38.0000000,-129.2,0,,19010000047774.0,1.0,1.0,7035,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7036,2014-02-22,15:44:40.0000000,-110.0,0,,19010000047774.0,2.0,2.0,7036,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7037,2014-02-22,15:46:59.0000000,-65.0,0,,,1.0,1.0,7037,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7038,2014-02-22,15:49:13.0000000,-488.4,0,,19010000047774.0,3.0,2.0,7038,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7039,2014-02-22,15:57:17.0000000,-220.32,1,10%,19010000013939.0,2.0,2.0,7039,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15
7040,2014-02-22,16:05:15.0000000,-98.0,0,,,1.0,1.0,7040,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,16
7041,2014-02-22,16:06:51.0000000,-1323.0,0,,19010000047781.0,5.0,5.0,7041,0,1,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,16
7042,2014-02-22,16:15:32.0000000,,0,,,,,7042,0,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,16
7043,2014-02-22,16:21:41.0000000,-19.6,0,,,1.0,1.0,7043,1,0,0,操作员编号          701 W Operator 1   收银机编号    1,701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,16
